1535974463.78,23.4,100.0,0,0,21.3
1535974464.65,23.4,100.0,0,0,21.3
1535974465.65,23.4,100.0,0,0,21.3
1535974466.65,23.4,100.0,0,0,21.3
1535974467.65,23.4,100.0,0,0,21.3
1535974468.65,23.4,100.0,0,0,21.3
1535974469.72,23.4,100.0,0,0,21.3
1535974470.66,23.4,100.0,0,0,21.3
1535974471.66,23.4,100.0,0,0,21.3
1535974472.66,23.4,100.0,0,0,21.3
1535974473.66,23.4,100.0,0,0,21.3
1535974474.66,23.4,100.0,0,0,21.3
1535974475.73,23.4,100.0,0,0,21.3
1535974476.66,23.4,100.0,0,0,21.3
1535974477.66,23.4,100.0,0,0,21.3
1535974478.67,23.4,100.0,0,0,21.3
1535974479.67,23.4,100.0,0,0,21.3
1535974480.67,23.4,100.0,0,0,21.3
1535974481.74,23.4,100.0,0,0,21.3
1535974482.67,23.4,100.0,0,0,21.3
1535974483.67,23.4,100.0,0,0,21.3
1535974484.68,23.4,100.0,0,0,21.3
1535974485.68,23.4,100.0,0,0,21.3
1535974486.68,23.4,100.0,0,0,21.3
1535974487.75,23.4,100.0,0,0,21.3
1535974488.68,23.4,100.0,0,0,21.3
1535974489.68,23.4,100.0,0,0,21.3
1535974490.68,23.4,100.0,0,0,21.3
1535974491.68,23.4,100.0,0,0,21.3
1535974492.68,23.4,100.0,0,0,21.3
1535974493.75,23.4,100.0,0,0,21.3
1535974494.69,23.4,100.0,0,0,21.3
1535974495.69,23.4,100.0,0,0,21.3
1535974496.69,23.4,100.0,0,0,21.3
1535974497.69,23.4,100.0,0,0,21.3
1535974498.69,23.4,100.0,0,0,21.3
1535974499.76,23.4,100.0,0,0,21.3
1535974500.7,23.4,100.0,0,0,21.3
1535974501.7,23.4,100.0,0,0,21.3
1535974502.7,23.4,100.0,0,0,21.3
1535974503.7,23.4,100.0,0,0,21.3
1535974504.7,23.4,100.0,0,0,21.3
1535974505.77,23.4,100.0,0,0,21.3
1535974506.7,23.4,100.0,0,0,21.3
1535974507.7,23.4,100.0,0,0,21.3
1535974508.71,23.4,100.0,0,0,21.3
1535974509.71,23.4,100.0,0,0,21.3
1535974510.71,23.4,100.0,0,0,21.3
1535974511.78,23.4,100.0,0,0,21.3
1535974512.71,23.4,100.0,0,0,21.3
1535974513.71,23.4,100.0,0,0,21.3
1535974514.71,23.4,100.0,0,0,21.3
1535974515.72,23.4,100.0,0,0,21.3
1535974516.72,23.4,100.0,0,0,21.3
1535974517.79,23.4,100.0,0,0,21.3
1535974518.72,23.4,100.0,0,0,21.3
1535974519.72,23.4,100.0,0,0,21.3
1535974520.72,23.4,100.0,0,0,21.3
1535974521.72,23.4,100.0,0,0,21.3
1535974522.72,23.4,100.0,0,0,21.3
1535974523.79,23.4,100.0,0,0,21.3
1535974524.73,23.4,100.0,0,0,21.3
1535974525.73,23.4,100.0,0,0,21.3
1535974526.73,23.4,100.0,0,0,21.3
1535974527.73,23.4,100.0,0,0,21.3
1535974528.73,23.4,100.0,0,0,21.3
1535974529.8,23.4,100.0,0,0,21.3
1535974530.73,23.4,100.0,0,0,21.3
1535974531.74,23.4,100.0,0,0,21.3
1535974532.74,23.4,100.0,0,0,21.3
1535974533.74,23.4,100.0,0,0,21.3
1535974534.74,23.4,100.0,0,0,21.3
1535974535.81,23.4,100.0,0,0,21.3
1535974536.74,23.4,100.0,0,0,21.3
1535974537.74,23.4,100.0,0,0,21.3
1535974538.75,23.4,100.0,0,0,21.3
1535974539.75,23.4,100.0,0,0,21.3
1535974540.75,23.4,100.0,0,0,21.3
1535974541.81,23.4,100.0,0,0,21.3
1535974542.75,23.4,100.0,0,0,21.4
1535974543.75,23.4,100.0,0,0,21.4
1535974544.75,23.4,100.0,0,0,21.4
1535974545.76,23.4,100.0,0,0,21.4
1535974546.76,23.4,100.0,0,0,21.4
1535974547.82,23.4,100.0,0,0,21.4
1535974548.76,23.4,100.0,0,0,21.4
1535974549.76,23.4,100.0,0,0,21.4
1535974550.76,23.4,100.0,0,0,21.4
1535974551.76,23.4,100.0,0,0,21.4
1535974552.76,23.4,100.0,0,0,21.4
1535974553.84,23.4,100.0,0,0,21.4
1535974554.77,23.4,100.0,0,0,21.4
1535974555.77,23.4,100.0,0,0,21.4
1535974556.77,23.4,100.0,0,0,21.4
1535974557.77,23.4,100.0,0,0,21.4
1535974558.77,23.4,100.0,0,0,21.4
1535974559.85,23.4,100.0,0,0,21.4
1535974560.78,23.4,100.0,0,0,21.4
1535974561.78,23.4,100.0,0,0,21.4
1535974562.78,23.4,100.0,0,0,21.4
1535974563.78,23.4,100.0,0,0,21.4
1535974564.78,23.4,100.0,0,0,21.4
1535974565.86,23.4,100.0,0,0,21.4
1535974566.78,23.4,100.0,0,0,21.4
1535974567.78,23.4,100.0,0,0,21.5
1535974568.79,23.4,100.0,0,0,21.5
1535974569.79,23.4,100.0,0,0,21.5
1535974570.79,23.4,100.0,0,0,21.5
1535974571.87,23.4,100.0,0,0,21.5
1535974572.79,23.4,100.0,0,0,21.5
1535974573.79,23.4,100.0,0,0,21.5
1535974574.79,23.4,100.0,0,0,21.5
1535974575.8,23.4,100.0,0,0,21.5
1535974576.8,23.4,100.0,0,0,21.5
1535974577.87,23.4,100.0,0,0,21.5
1535974578.8,23.4,100.0,0,0,21.5
1535974579.8,23.4,100.0,0,0,21.5
1535974580.8,23.4,100.0,0,0,21.5
1535974581.8,23.4,100.0,0,0,21.5
1535974582.8,23.5,100.0,0,0,21.6
1535974583.88,23.5,100.0,0,0,21.6
1535974584.81,23.5,100.0,0,0,21.6
1535974585.81,23.5,100.0,0,0,21.6
1535974586.81,23.5,100.0,0,0,21.6
1535974587.81,23.5,100.0,0,0,21.6
1535974588.81,23.5,100.0,0,0,21.6
1535974589.89,23.5,100.0,0,0,21.6
1535974590.82,23.5,100.0,0,0,21.6
1535974591.82,23.5,100.0,0,0,21.6
1535974592.82,23.5,100.0,0,0,21.7
1535974593.82,23.5,100.0,0,0,21.7
