1491815980.4,43.3,100,0,0
1491815981.36,43.2,100,0,0
1491815982.32,43.2,100,0,0
1491815983.39,43.2,100,0,0
1491815984.44,42.8,100,0,0
1491815985.38,42.8,100,0,0
1491815986.34,42.8,100,0,0
1491815987.3,42.7,100,0,0
1491815988.36,42.6,100,0,0
1491815989.31,42.4,100,0,0
1491815990.27,42.4,100,0,0
1491815991.22,42.4,100,0,0
1491815992.18,42.3,100,0,0
1491815993.25,42.0,100,0,0
1491815994.19,42.0,100,0,0
1491815995.15,42.0,100,0,0
1491815996.11,41.9,100,0,0
1491815997.07,41.9,100,0,0
1491815998.14,41.6,100,0,0
1491815999.19,41.6,100,0,0
1491816000.13,41.6,100,0,0
1491816001.09,41.5,100,0,0
1491816002.05,41.6,100,0,0
1491816003.12,42.0,100,0,0
1491816004.19,42.8,100,0,0
1491816005.12,43.7,100,0,0
1491816006.08,44.5,100,0,0
1491816007.04,45.3,100,0,0
1491816008.1,46.1,100,0,0
1491816009.05,47.0,100,0,0
1491816010.0,47.8,100,0,0
1491816010.96,48.5,100,0,0
1491816011.92,49.0,100,0,0
1491816012.92,49.8,100,0,0
1491816013.98,50.3,0,0,0
1491816014.92,51.0,0,0,0
1491816015.88,51.5,0,0,0
1491816016.84,51.9,0,0,0
1491816017.8,52.3,0,0,0
1491816018.87,52.8,0,0,0
1491816019.81,53.2,0,0,0
1491816020.77,53.6,0,0,0
1491816021.73,54.0,0,0,0
1491816022.69,54.4,0,0,0
1491816023.76,54.6,0,0,0
1491816024.7,54.8,0,0,0
1491816025.66,55.2,0,0,0
1491816026.62,55.3,0,0,0
1491816027.58,55.7,0,0,0
1491816028.64,55.9,0,0,0
1491816029.58,56.1,0,0,0
1491816030.54,56.3,0,0,0
1491816031.5,56.5,0,0,0
1491816032.46,56.5,0,0,0
1491816033.52,56.8,0,0,0
1491816034.46,56.9,0,0,0
1491816035.42,56.9,0,0,0
1491816036.38,57.2,0,0,0
1491816037.34,57.3,0,0,0
1491816038.41,57.3,0,0,0
1491816039.46,57.3,0,0,0
1491816040.4,57.3,0,0,0
1491816041.36,57.6,0,0,0
1491816042.32,57.7,0,0,0
1491816043.39,57.7,0,0,0
1491816044.44,57.7,0,0,0
1491816045.49,57.7,0,0,0
1491816046.43,57.7,0,0,0
