1491815617.89,23.9,100,0,0
1491815618.79,23.9,100,0,0
1491815619.75,23.9,100,0,0
1491815620.71,23.9,100,0,0
1491815621.67,23.9,100,0,0
1491815622.63,24.3,100,0,0
1491815623.69,25.6,100,0,0
1491815624.75,27.6,100,0,0
1491815625.68,30.1,100,0,0
1491815626.64,32.6,100,0,0
1491815627.6,35.0,100,0,0
1491815628.66,37.5,100,0,0
1491815629.72,40.0,100,0,0
1491815630.76,42.4,100,0,0
1491815631.71,44.9,100,0,0
1491815632.67,47.0,0,0,0
1491815633.75,49.0,0,0,0
1491815634.69,51.0,0,0,0
1491815635.64,52.8,0,0,0
1491815636.6,54.4,0,0,0
1491815637.56,56.0,0,0,0
1491815638.63,57.3,0,0,0
1491815639.57,58.9,0,0,0
1491815641.48,61.4,0,1,0
1491815642.44,62.6,0,1,0
1491815643.5,63.5,0,1,0
1491815644.44,64.8,0,1,0
1491815645.41,65.6,0,1,0
1491815646.37,66.4,0,1,0
1491815647.32,67.3,0,1,0
1491815648.39,68.1,0,1,0
1491815649.34,68.8,0,1,0
1491815650.29,69.3,0,1,0
1491815651.25,70.2,0,1,0
1491815652.21,70.6,0,1,0
1491815653.28,71.1,0,1,0
1491815654.34,71.7,0,1,0
1491815655.29,72.2,0,1,0
1491815656.25,72.7,0,1,0
1491815657.2,73.1,0,1,0
1491815658.26,73.4,0,1,0
1491815659.33,73.5,0,1,0
1491815660.4,73.5,0,1,0
1491815661.33,73.4,0,1,0
1491815662.29,73.1,0,1,0
1491815663.37,72.7,0,1,0
1491815664.32,72.2,0,1,0
1491815665.28,71.7,0,1,0
1491815666.23,71.2,0,1,0
1491815667.19,70.6,0,1,0
1491815668.26,70.2,0,1,0
1491815669.21,69.6,0,1,0
1491815670.16,69.1,0,1,0
1491815671.12,68.6,0,1,0
1491815672.08,68.1,0,1,0
1491815673.15,67.7,0,1,0
1491815674.2,67.3,0,1,0
1491815675.25,66.8,0,1,0
1491815676.19,66.6,0,1,0
1491815677.15,66.3,0,1,0
1491815678.22,66.0,0,1,0
1491815679.27,65.6,0,1,0
1491815680.21,65.2,0,1,0
1491815681.17,65.0,0,1,0
1491815682.13,64.8,0,1,0
1491815683.19,64.3,0,1,0
1491815684.14,64.0,0,1,0
1491815685.09,63.9,0,1,0
1491815686.05,63.5,0,1,0
1491815687.01,63.2,0,1,0
1491815688.08,63.0,0,1,0
1491815689.02,62.7,0,1,0
1491815689.98,62.5,0,1,0
1491815690.94,62.3,0,1,0
1491815691.9,61.9,0,1,0
1491815692.89,61.8,0,1,0
1491815693.94,61.4,0,1,0
1491815695.01,61.1,0,1,0
1491815696.05,61.0,0,1,0
1491815696.99,60.7,0,1,0
1491815698.04,60.6,0,1,0
1491815698.99,60.3,0,1,0
1491815699.94,60.2,0,1,0
1491815700.9,60.1,0,1,0
1491815701.86,59.8,25,1,0
1491815702.82,59.8,25,1,0
1491815703.88,59.4,25,1,0
1491815704.83,59.4,25,1,0
1491815705.79,59.3,25,1,0
1491815706.75,59.0,25,1,0
1491815707.71,59.0,25,1,0
1491815708.79,58.5,50,1,0
1491815709.72,58.5,50,1,0
1491815710.68,58.4,50,1,0
